COD_MARCA,MARCA,COD_PROD,PRODUCTO,CANAL,CIUDAD,DISTRITO,FECHA_FACT,FAMILIA,NRO_FACT,MALL,CANTIDAD,RETAILER,PRECIO_UNIT,COD_CLIENTE
383,IMACO,361,LICUADORAS,HIPERMERCADO,LIMA METROPOLITANA,COMAS,3/02/2019,PEDS,32314898,REAL PLAZA COMAS,14,PLAZA VEA,79.9,105335
417,LG,337,AUDIO HOME SYS.,HIPERMERCADO,LIMA METROPOLITANA,SAN JUAN DE MIRAFLORES,4/02/2018,ELECTRONICA,31381858,OPEN PLAZA ATOCONGO,1,TOTTUS,799,106267
417,LG,336,TV,ESPECIALISTA,LIMA METROPOLITANA,HUAYCAN,20/01/2019,ELECTRONICA,31986258,SIN MALL,2,TIENDAS EFE,1087.2,106473
419,SAMSUNG,336,TV,HIPERMERCADO,ANCASH,CHIMBOTE,18/02/2018,ELECTRONICA,31436373,MEGA PLAZA CHIMBOTE,2,TOTTUS,1649,105555
416,INDURAMA,348,COCINAS,TIENDA DEPARTAMENTAL,LAMBAYEQUE,CHICLAYO,28/01/2018,LINEA BLANCA,32163322,REAL PLAZA CHICLAYO,3,OECHSLE,649,106247
384,OSTER,369,CAFETERAS,HIPERMERCADO,CUSCO,CUSCO,7/01/2018,PEDS,32201507,REAL PLAZA CUSCO,3,PLAZA VEA,109.9,105921
419,SAMSUNG,336,TV,ESPECIALISTA,LIMA METROPOLITANA,LURIN,17/02/2019,ELECTRONICA,32095586,SIN MALL,2,TIENDAS EFE,1869,105827
387,PRACTIKA,372,HERVIDORES,HIPERMERCADO,PIURA,TALARA,14/01/2018,PEDS,32231000,SIN MALL,2,PLAZA VEA,59.9,106715
419,SAMSUNG,347,LAVADORAS,ESPECIALISTA,SAN MARTIN,JUANJUI,13/01/2019,LINEA BLANCA,31117504,SIN MALL,1,CARSA,1382.5,105806
412,DAEWOO,349,MICROONDAS,HIPERMERCADO,SAN MARTIN,TARAPOTO,27/01/2019,LINEA BLANCA,32299485,SIN MALL,1,PLAZA VEA,239,105468
419,SAMSUNG,337,AUDIO HOME SYS.,ESPECIALISTA,TACNA,TACNA,4/02/2018,ELECTRONICA,31130902,SIN MALL,1,CARSA,360.89,105240
419,SAMSUNG,336,TV,HIPERMERCADO,PUNO,JULIACA,17/02/2019,ELECTRONICA,32372712,REAL PLAZA JULIACA,3,PLAZA VEA,1599,106341
417,LG,336,TV,ESPECIALISTA,ICA,ICA,18/02/2018,ELECTRONICA,32076698,SIN MALL,1,CURACAO,1127.05,105307
383,IMACO,364,PLANCHAS,ESPECIALISTA,CAJAMARCA,CAJAMARCA,17/02/2019,PEDS,32085032,SIN MALL,1,CURACAO,44.72,105065
419,SAMSUNG,347,LAVADORAS,HIPERMERCADO,CALLAO,BELLAVISTA,7/01/2018,LINEA BLANCA,31292685,MALL AVENTURA PLAZA BELLAVISTA,1,TOTTUS,899,105633
412,DAEWOO,347,LAVADORAS,HIPERMERCADO,PIURA,TALARA,27/01/2019,LINEA BLANCA,32295153,SIN MALL,1,PLAZA VEA,649,105610
417,LG,336,TV,ESPECIALISTA,VIRTUAL,ONLINE,14/01/2018,ELECTRONICA,24938913,SIN MALL,2,LINIO,1674.42,105611
413,ELECTROLUX,349,MICROONDAS,HIPERMERCADO,LIMA METROPOLITANA,LA MOLINA,28/01/2018,LINEA BLANCA,32275396,MOLINA PLAZA,1,PLAZA VEA,249,106686
396,TAURUS,372,HERVIDORES,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,INDEPENDENCIA,18/02/2018,PEDS,31830889,PLAZA NORTE,1,RIPLEY,15.84,105298
416,INDURAMA,348,COCINAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN ISIDRO,3/02/2019,LINEA BLANCA,31585283,SIN MALL,1,FALABELLA,2234,106160
419,SAMSUNG,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,ANCASH,CHIMBOTE,13/01/2019,LINEA BLANCA,31523495,MEGA PLAZA CHIMBOTE,3,FALABELLA,1413.67,106022
452,JVC,336,TV,HIPERMERCADO,LIMA METROPOLITANA,SAN JUAN DE MIRAFLORES,3/02/2019,ELECTRONICA,31398138,MALL DEL SUR,5,TOTTUS,659,106981
389,THOMAS,364,PLANCHAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN JUAN DE MIRAFLORES,11/02/2018,PEDS,31815921,MALL DEL SUR,2,RIPLEY,69,106637
384,OSTER,372,HERVIDORES,TIENDA DEPARTAMENTAL,LAMBAYEQUE,CHICLAYO,18/02/2018,PEDS,31829753,SIN MALL,1,RIPLEY,178.99,105154
384,OSTER,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,LA MOLINA,21/01/2018,PEDS,31193828,SIN MALL,2,WONG,69.9,106446
432,LENOVO,355,LAPTOPS,TIENDA DEPARTAMENTAL,TRUJILLO,TRUJILLO,21/01/2018,COMPUTO,31539344,MALL PLAZA TRUJILLO,1,FALABELLA,1699,106363
415,COLDEX,346,REFRIGERADORES,ESPECIALISTA,PIURA,TALARA,7/01/2018,LINEA BLANCA,31912861,SIN MALL,1,TIENDAS EFE,1196.05,106751
417,LG,336,TV,ESPECIALISTA,LA LIBERTAD,CHEPEN,14/01/2018,ELECTRONICA,31941016,SIN MALL,1,TIENDAS EFE,798.99,105248
418,MABE,348,COCINAS,ESPECIALISTA,LAMBAYEQUE,CHICLAYO,28/01/2018,LINEA BLANCA,31990052,SIN MALL,1,CURACAO,1022.18,105207
417,LG,1018,REPRODUCTORES DE VIDEO,ESPECIALISTA,NORTE CHICO,HUARAL,27/01/2019,ELECTRONICA,31128566,SIN MALL,1,CARSA,248.99,106304
417,LG,347,LAVADORAS,HIPERMERCADO,LIMA METROPOLITANA,SURQUILLO,4/02/2018,LINEA BLANCA,31219710,SIN MALL,1,METRO,1149,106824
435,HYUNDAI,336,TV,HIPERMERCADO,NORTE CHICO,HUARAL,21/01/2018,ELECTRONICA,32258949,SIN MALL,2,PLAZA VEA,549,106953
416,INDURAMA,346,REFRIGERADORES,ESPECIALISTA,LAMBAYEQUE,LAMBAYEQUE,20/01/2019,LINEA BLANCA,31680546,SIN MALL,10,ELEKTRA,889,106477
419,SAMSUNG,336,TV,TIENDA DEPARTAMENTAL,AREQUIPA,AREQUIPA,20/01/2019,ELECTRONICA,31545207,MALL PLAZA AREQUIPA,6,FALABELLA,1362.05,105897
448,SONY,336,TV,ESPECIALISTA,LIMA METROPOLITANA,VILLA EL SALVADOR,21/01/2018,ELECTRONICA,31972955,SIN MALL,2,TIENDAS EFE,1233.58,105134
384,OSTER,361,LICUADORAS,ESPECIALISTA,PIURA,PIURA,3/02/2019,PEDS,31135032,SIN MALL,1,CARSA,466.78,106001
384,OSTER,364,PLANCHAS,ESPECIALISTA,SAN MARTIN,TARAPOTO,6/01/2019,PEDS,31923927,SIN MALL,2,CURACAO,161.54,105585
433,AOC,336,TV,TIENDA DEPARTAMENTAL,AREQUIPA,AREQUIPA,6/01/2019,ELECTRONICA,32147353,REAL PLAZA AREQUIPA,6,OECHSLE,649,105538
417,LG,346,REFRIGERADORES,ESPECIALISTA,PIURA,PIURA,14/01/2018,LINEA BLANCA,31881439,SIN MALL,2,MARCIMEX,1290.5,106600
419,SAMSUNG,336,TV,TIENDA DEPARTAMENTAL,TRUJILLO,TRUJILLO,20/01/2019,ELECTRONICA,32158148,REAL PLAZA TRUJILLO,1,OECHSLE,5299,106812
433,AOC,336,TV,HIPERMERCADO,LIMA METROPOLITANA,SAN JUAN DE MIRAFLORES,3/02/2019,ELECTRONICA,31397877,MALL DEL SUR,-1,TOTTUS,599,106771
415,COLDEX,348,COCINAS,HIPERMERCADO,LIMA METROPOLITANA,INDEPENDENCIA,18/02/2018,LINEA BLANCA,31427296,MEGA PLAZA INDEPENDENCIA,1,TOTTUS,599,105951
419,SAMSUNG,349,MICROONDAS,TIENDA DEPARTAMENTAL,VIRTUAL,ONLINE,21/01/2018,LINEA BLANCA,31537071,SIN MALL,16,FALABELLA,239,105452
413,ELECTROLUX,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,VIRTUAL,ONLINE,27/01/2019,LINEA BLANCA,31566249,SIN MALL,7,FALABELLA,399.01,106804
402,CONTINENTAL,352,CONGELADORES,HIPERMERCADO,LIMA METROPOLITANA,PUENTE PIEDRA,6/01/2019,LINEA BLANCA,31303652,SIN MALL,1,TOTTUS,599,106574
419,SAMSUNG,346,REFRIGERADORES,HIPERMERCADO,LIMA METROPOLITANA,INDEPENDENCIA,6/01/2019,LINEA BLANCA,32209760,SIN MALL,2,PLAZA VEA,1399,106532
417,LG,347,LAVADORAS,ESPECIALISTA,LIMA METROPOLITANA,SAN ISIDRO,17/02/2019,LINEA BLANCA,32088685,SIN MALL,2,CURACAO,1074.03,106529
435,HYUNDAI,336,TV,HIPERMERCADO,VIRTUAL,ONLINE,10/02/2019,ELECTRONICA,32353115,SIN MALL,2,PLAZA VEA,1649,106688
417,LG,337,AUDIO HOME SYS.,HIPERMERCADO,LIMA METROPOLITANA,VILLA MARIA DEL TRIUNFO,14/01/2018,ELECTRONICA,32231904,SIN MALL,2,PLAZA VEA,649,105857
387,PRACTIKA,373,MINI HORNOS,TIENDA DEPARTAMENTAL,AREQUIPA,AREQUIPA,7/01/2018,PEDS,32465317,SIN MALL,1,ESTILOS,329.9,106428
384,OSTER,364,PLANCHAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,BREÑA,20/01/2019,PEDS,31772339,LA RAMBLA BRENA,2,RIPLEY,68.99,105043
384,OSTER,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,SAN MIGUEL,3/02/2019,PEDS,31228040,SIN MALL,1,METRO,98.91,106381
417,LG,346,REFRIGERADORES,ESPECIALISTA,LIMA METROPOLITANA,COMAS,4/02/2018,LINEA BLANCA,32027604,SIN MALL,1,TIENDAS EFE,1273.02,105266
388,RECCO,372,HERVIDORES,HIPERMERCADO,ICA,CHINCHA,14/01/2018,PEDS,31319108,SIN MALL,6,TOTTUS,29.9,106785
383,IMACO,361,LICUADORAS,HIPERMERCADO,PIURA,PIURA,20/01/2019,PEDS,31354096,OPEN PLAZA PIURA,9,TOTTUS,89.9,106186
395,NEX,366,FUN COOKING,HIPERMERCADO,LIMA METROPOLITANA,COMAS,11/02/2018,PEDS,31233336,SIN MALL,1,METRO,199,106114
405,SIEGEN,344,AFEITADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,JESUS MARIA,17/02/2019,CUIDADO PERSONAL,31840995,REAL PLAZA SALAVERRY,3,RIPLEY,178.99,105898
392,BOSCH,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,INDEPENDENCIA,11/02/2018,LINEA BLANCA,32173020,PLAZA NORTE,2,OECHSLE,1454.25,106658
389,THOMAS,377,ASPIRADORAS,HIPERMERCADO,LIMA METROPOLITANA,INDEPENDENCIA,18/02/2018,PEDS,31247848,SIN MALL,1,METRO,159,105589
452,JVC,336,TV,HIPERMERCADO,LIMA METROPOLITANA,PUENTE PIEDRA,6/01/2019,ELECTRONICA,31303848,SIN MALL,2,TOTTUS,1599,105727
417,LG,347,LAVADORAS,ESPECIALISTA,LIMA METROPOLITANA,PUENTE PIEDRA,21/01/2018,LINEA BLANCA,31119918,SIN MALL,1,CARSA,1549,105490
417,LG,347,LAVADORAS,HIPERMERCADO,ICA,ICA,20/01/2019,LINEA BLANCA,31353925,PLAZA DEL SOL,2,TOTTUS,949,106207
419,SAMSUNG,346,REFRIGERADORES,HIPERMERCADO,LIMA METROPOLITANA,INDEPENDENCIA,7/01/2018,LINEA BLANCA,31161555,PLAZA NORTE,3,METRO,1032.33,105135
384,OSTER,361,LICUADORAS,HIPERMERCADO,LIMA METROPOLITANA,ATE,18/02/2018,PEDS,31251385,SIN MALL,1,WONG,339.15,106985
415,COLDEX,352,CONGELADORES,ESPECIALISTA,LA LIBERTAD,PACASMAYO,11/02/2018,LINEA BLANCA,32045764,SIN MALL,1,CURACAO,1199.25,105420
416,INDURAMA,346,REFRIGERADORES,ESPECIALISTA,PUNO,JULIACA,20/01/2019,LINEA BLANCA,31977404,SIN MALL,1,CURACAO,1098.99,105763
384,OSTER,361,LICUADORAS,HIPERMERCADO,LIMA METROPOLITANA,COMAS,18/02/2018,PEDS,32355396,SIN MALL,1,PLAZA VEA,229.9,105962
419,SAMSUNG,336,TV,ESPECIALISTA,LA LIBERTAD,HUAMACHUCO,6/01/2019,ELECTRONICA,31920675,SIN MALL,1,CURACAO,1133,106636
419,SAMSUNG,336,TV,ESPECIALISTA,TRUJILLO,TRUJILLO,7/01/2018,ELECTRONICA,31909335,SIN MALL,1,CURACAO,1859.05,105817
431,HP,355,LAPTOPS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,MIRAFLORES,14/01/2018,COMPUTO,31520591,SIN MALL,1,FALABELLA,2299.01,106765
390,WURDEN,377,ASPIRADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN JUAN DE MIRAFLORES,14/01/2018,PEDS,31517635,MALL DEL SUR,1,FALABELLA,149,105011
416,INDURAMA,348,COCINAS,HIPERMERCADO,MOQUEGUA,MOQUEGUA,28/01/2018,LINEA BLANCA,32282710,REAL PLAZA MOQUEGUA,1,PLAZA VEA,479,106915
416,INDURAMA,348,COCINAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN BORJA,11/02/2018,LINEA BLANCA,31811289,REAL PLAZA PRIMAVERA,1,RIPLEY,728.18,106250
415,COLDEX,346,REFRIGERADORES,ESPECIALISTA,SAN MARTIN,TARAPOTO,4/02/2018,LINEA BLANCA,31131059,SIN MALL,1,CARSA,1132.73,105161
416,INDURAMA,348,COCINAS,HIPERMERCADO,LIMA METROPOLITANA,INDEPENDENCIA,21/01/2018,LINEA BLANCA,31334945,MEGA PLAZA INDEPENDENCIA,2,TOTTUS,999,105536
384,OSTER,361,LICUADORAS,HIPERMERCADO,UCAYALI,PUCALLPA,17/02/2019,PEDS,32378876,REAL PLAZA PUCALLPA,2,PLAZA VEA,144.84,105219
384,OSTER,361,LICUADORAS,ESPECIALISTA,PIURA,TALARA,10/02/2019,PEDS,32057354,SIN MALL,1,CURACAO,234.98,106184
405,SIEGEN,344,AFEITADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SURCO,20/01/2019,CUIDADO PERSONAL,31549743,JOCKEY PLAZA,2,FALABELLA,79,106171
390,WURDEN,372,HERVIDORES,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN JUAN DE MIRAFLORES,28/01/2018,PEDS,31555596,MALL DEL SUR,4,FALABELLA,39.9,106926
415,COLDEX,348,COCINAS,ESPECIALISTA,LIMA METROPOLITANA,SAN ISIDRO,13/01/2019,LINEA BLANCA,31952076,SIN MALL,2,CURACAO,1299.01,106036
417,LG,336,TV,ESPECIALISTA,SAN MARTIN,TARAPOTO,10/02/2019,ELECTRONICA,31102199,SIN MALL,0,CREDIVARGAS,0,105750
415,COLDEX,352,CONGELADORES,ESPECIALISTA,LIMA METROPOLITANA,LURIN,6/01/2019,LINEA BLANCA,31111620,SIN MALL,1,CARSA,1599.01,106926
383,IMACO,361,LICUADORAS,ESPECIALISTA,LIMA METROPOLITANA,LURIN,3/02/2019,PEDS,32036130,SIN MALL,2,CURACAO,49.75,105996
448,SONY,336,TV,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN BORJA,17/02/2019,ELECTRONICA,31836229,REAL PLAZA PRIMAVERA,1,RIPLEY,1274.95,106781
1096,KIOTO,336,TV,TIENDA DEPARTAMENTAL,ICA,ICA,27/01/2019,ELECTRONICA,27889014,EL QUINDE ICA,2,PARIS S.A,692.33,106171
419,SAMSUNG,336,TV,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,BREÑA,21/01/2018,ELECTRONICA,27885718,LA RAMBLA BRENA,0,PARIS S.A,1649.95,105138
454,HISENSE,336,TV,HIPERMERCADO,CAJAMARCA,CAJAMARCA,10/02/2019,ELECTRONICA,31243492,EL QUINDE CAJAMARCA,1,METRO,1098.98,106579
384,OSTER,369,CAFETERAS,TIENDA DEPARTAMENTAL,VIRTUAL,ONLINE,18/02/2018,PEDS,31613238,SIN MALL,1,FALABELLA,499,105085
413,ELECTROLUX,347,LAVADORAS,HIPERMERCADO,LIMA METROPOLITANA,PUENTE PIEDRA,10/02/2019,LINEA BLANCA,31420522,SIN MALL,1,TOTTUS,629,105293
384,OSTER,372,HERVIDORES,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,BREÑA,21/01/2018,PEDS,27885669,LA RAMBLA BRENA,1,PARIS S.A,75.11,105839
417,LG,336,TV,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,JESUS MARIA,20/01/2019,ELECTRONICA,31550356,REAL PLAZA SALAVERRY,4,FALABELLA,1224,105713
432,LENOVO,355,LAPTOPS,HIPERMERCADO,LIMA METROPOLITANA,LOS OLIVOS,20/01/2019,COMPUTO,32269123,SIN MALL,1,PLAZA VEA,599,105603
385,PANASONIC,336,TV,ESPECIALISTA,LIMA METROPOLITANA,VILLA EL SALVADOR,11/02/2018,ELECTRONICA,32055992,SIN MALL,1,TIENDAS EFE,1139,105500
383,IMACO,373,MINI HORNOS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN MIGUEL,4/02/2018,PEDS,31578077,PLAZA SAN MIGUEL,1,FALABELLA,109.91,105950
383,IMACO,364,PLANCHAS,ESPECIALISTA,PIURA,LA UNION,6/01/2019,PEDS,31919054,SIN MALL,2,CURACAO,50,105450
417,LG,337,AUDIO HOME SYS.,ESPECIALISTA,LA LIBERTAD,HUAMACHUCO,6/01/2019,ELECTRONICA,31928023,SIN MALL,2,TIENDAS EFE,695.51,105130
417,LG,336,TV,ESPECIALISTA,CALLAO,CALLAO,28/01/2018,ELECTRONICA,31684835,SIN MALL,1,ELEKTRA,1664,105696
415,COLDEX,348,COCINAS,ESPECIALISTA,PIURA,LA UNION,20/01/2019,LINEA BLANCA,31982176,SIN MALL,1,TIENDAS EFE,854.87,105349
416,INDURAMA,348,COCINAS,ESPECIALISTA,SAN MARTIN,TARAPOTO,13/01/2019,LINEA BLANCA,31883781,SIN MALL,1,MARCIMEX,659.62,105297
417,LG,1018,REPRODUCTORES DE VIDEO,ESPECIALISTA,PIURA,TAMBO GRANDE,17/02/2019,ELECTRONICA,31899532,SIN MALL,6,MARCIMEX,108.46,106667
418,MABE,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,JUNIN,HUANCAYO,18/02/2018,LINEA BLANCA,32179864,REAL PLAZA HUANCAYO,2,OECHSLE,1349,106321
417,LG,346,REFRIGERADORES,ESPECIALISTA,TRUJILLO,TRUJILLO,6/01/2019,LINEA BLANCA,31879524,SIN MALL,1,MARCIMEX,1099,105763
416,INDURAMA,348,COCINAS,ESPECIALISTA,LIMA METROPOLITANA,ATE,17/02/2019,LINEA BLANCA,31710844,SIN MALL,1,ELEKTRA,999,105325
431,HP,355,LAPTOPS,ESPECIALISTA,LIMA METROPOLITANA,CHORRILLOS,17/02/2019,COMPUTO,32089402,SIN MALL,1,CURACAO,1499,105523
454,HISENSE,336,TV,ESPECIALISTA,TUMBES,TUMBES,20/01/2019,ELECTRONICA,31981885,SIN MALL,2,TIENDAS EFE,699,106116
384,OSTER,349,MICROONDAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,MIRAFLORES,7/01/2018,LINEA BLANCA,31502148,SIN MALL,-1,FALABELLA,189,105613
384,OSTER,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,VILLA MARIA DEL TRIUNFO,13/01/2019,PEDS,31326007,SIN MALL,3,TOTTUS,179,105761
392,BOSCH,348,COCINAS,HIPERMERCADO,CUSCO,CUSCO,20/01/2019,LINEA BLANCA,32267220,REAL PLAZA CUSCO,1,PLAZA VEA,1149,106880
418,MABE,348,COCINAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,INDEPENDENCIA,14/01/2018,LINEA BLANCA,31746999,PLAZA NORTE,1,RIPLEY,799,105167
386,PHILIPS,364,PLANCHAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,JESUS MARIA,28/01/2018,PEDS,31781885,REAL PLAZA SALAVERRY,1,RIPLEY,199,106821
384,OSTER,349,MICROONDAS,HIPERMERCADO,LIMA METROPOLITANA,CERCADO DE LIMA,17/02/2019,LINEA BLANCA,32371848,REAL PLAZA CENTRO CIVICO,1,PLAZA VEA,329,106077
416,INDURAMA,348,COCINAS,ESPECIALISTA,LAMBAYEQUE,CHICLAYO,11/02/2018,LINEA BLANCA,31136366,SIN MALL,4,CARSA,898.97,105565
419,SAMSUNG,349,MICROONDAS,ESPECIALISTA,LIMA METROPOLITANA,CHOSICA,17/02/2019,LINEA BLANCA,32095235,SIN MALL,1,TIENDAS EFE,219,105486
386,PHILIPS,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,JESUS MARIA,20/01/2019,PEDS,32268102,REAL PLAZA SALAVERRY,1,PLAZA VEA,179,105730
384,OSTER,372,HERVIDORES,HIPERMERCADO,MOQUEGUA,MOQUEGUA,18/02/2018,PEDS,32362210,REAL PLAZA MOQUEGUA,2,PLAZA VEA,99.9,105060
419,SAMSUNG,336,TV,HIPERMERCADO,CUSCO,CUSCO,17/02/2019,ELECTRONICA,31448027,SIN MALL,1,TOTTUS,1840.35,106384
433,AOC,336,TV,TIENDA DEPARTAMENTAL,SUR CHICO,CAÑETE,3/02/2019,ELECTRONICA,31581471,SIN MALL,2,FALABELLA,1049,105499
417,LG,337,AUDIO HOME SYS.,ESPECIALISTA,NORTE CHICO,HUARAL,3/02/2019,ELECTRONICA,31695313,SIN MALL,1,ELEKTRA,599,105644
454,HISENSE,336,TV,ESPECIALISTA,JUNIN,LA MERCED,20/01/2019,ELECTRONICA,31978306,SIN MALL,2,CURACAO,712.56,105726
391,BLACKLINE,361,LICUADORAS,HIPERMERCADO,LIMA METROPOLITANA,LINCE,4/02/2018,PEDS,32309407,CC RISSO,1,PLAZA VEA,49.9,106774
384,OSTER,364,PLANCHAS,ESPECIALISTA,LA LIBERTAD,HUAMACHUCO,7/01/2018,PEDS,31914455,SIN MALL,2,TIENDAS EFE,115,106649
417,LG,347,LAVADORAS,HIPERMERCADO,CAJAMARCA,CAJAMARCA,10/02/2019,LINEA BLANCA,31423125,OPEN PLAZA CAJAMARCA,1,TOTTUS,1899,105758
418,MABE,346,REFRIGERADORES,ESPECIALISTA,AREQUIPA,CAMANA,11/02/2018,LINEA BLANCA,31138717,SIN MALL,2,CARSA,1443.99,106365
431,HP,355,LAPTOPS,ESPECIALISTA,PIURA,PIURA,6/01/2019,COMPUTO,31112136,SIN MALL,1,CARSA,1984.11,105335
419,SAMSUNG,336,TV,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN ISIDRO,27/01/2019,ELECTRONICA,31566449,SIN MALL,1,FALABELLA,1598.99,106908
385,PANASONIC,337,AUDIO HOME SYS.,ESPECIALISTA,LIMA METROPOLITANA,ATE,14/01/2018,ELECTRONICA,31938522,SIN MALL,2,CURACAO,388.04,106599
419,SAMSUNG,336,TV,TIENDA DEPARTAMENTAL,AREQUIPA,AREQUIPA,4/02/2018,ELECTRONICA,31799976,MALL AVENTURA PLAZA AREQUIPA,1,RIPLEY,2599,105048
417,LG,336,TV,ESPECIALISTA,PIURA,CHULUCANAS,7/01/2018,ELECTRONICA,31907344,SIN MALL,1,CURACAO,1132.72,105813
391,BLACKLINE,352,CONGELADORES,HIPERMERCADO,LIMA METROPOLITANA,VILLA EL SALVADOR,3/02/2019,LINEA BLANCA,32312478,SIN MALL,1,PLAZA VEA,699,106226
419,SAMSUNG,347,LAVADORAS,HIPERMERCADO,CALLAO,CALLAO,27/01/2019,LINEA BLANCA,31371626,SIN MALL,1,TOTTUS,1499,106062
417,LG,337,AUDIO HOME SYS.,HIPERMERCADO,LIMA METROPOLITANA,INDEPENDENCIA,10/02/2019,ELECTRONICA,31240876,PLAZA NORTE,2,METRO,698.99,105335
417,LG,336,TV,TIENDA DEPARTAMENTAL,AREQUIPA,AREQUIPA,18/02/2018,ELECTRONICA,32492674,SIN MALL,-1,ESTILOS,2899,105145
391,BLACKLINE,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,LINCE,13/01/2019,PEDS,32242818,CC RISSO,1,PLAZA VEA,79.9,105347
448,SONY,337,AUDIO HOME SYS.,ESPECIALISTA,SAN MARTIN,MOYOBAMBA,10/02/2019,ELECTRONICA,31896861,SIN MALL,1,MARCIMEX,1112.3,106790
431,HP,355,LAPTOPS,ESPECIALISTA,LIMA METROPOLITANA,SAN ISIDRO,14/01/2018,COMPUTO,31938434,SIN MALL,1,CURACAO,1598.42,106953
448,SONY,1018,REPRODUCTORES DE VIDEO,HIPERMERCADO,PIURA,SULLANA,18/02/2018,ELECTRONICA,31434113,SIN MALL,1,TOTTUS,109,105672
383,IMACO,372,HERVIDORES,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,CHORRILLOS,20/01/2019,PEDS,31769502,PLAZA LIMA SUR,2,RIPLEY,79.9,105589
419,SAMSUNG,347,LAVADORAS,ESPECIALISTA,IQUITOS,IQUITOS,20/01/2019,LINEA BLANCA,31097660,SIN MALL,2,CREDIVARGAS,1487,106479
417,LG,336,TV,HIPERMERCADO,ANCASH,CHIMBOTE,28/01/2018,ELECTRONICA,31367031,MEGA PLAZA CHIMBOTE,2,TOTTUS,2999,106332
386,PHILIPS,344,AFEITADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,CHORRILLOS,7/01/2018,CUIDADO PERSONAL,31728617,PLAZA LIMA SUR,1,RIPLEY,149,105892
392,BOSCH,348,COCINAS,HIPERMERCADO,LIMA METROPOLITANA,SAN JUAN DE LURIGANCHO,20/01/2019,LINEA BLANCA,31195851,SIN MALL,2,METRO,1186.54,106732
419,SAMSUNG,349,MICROONDAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,CERCADO DE LIMA,18/02/2018,LINEA BLANCA,31609197,SIN MALL,2,FALABELLA,279,106925
419,SAMSUNG,336,TV,ESPECIALISTA,AYACUCHO,AYACUCHO,10/02/2019,ELECTRONICA,32063993,SIN MALL,4,CURACAO,1253.53,105861
419,SAMSUNG,336,TV,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SURCO,4/02/2018,ELECTRONICA,32168250,JOCKEY PLAZA,0,OECHSLE,0,106815
423,KLIMATIC,342,CAMPANAS,TIENDA DEPARTAMENTAL,VIRTUAL,ONLINE,20/01/2019,LINEA BLANCA,31547226,SIN MALL,4,FALABELLA,1165.11,105772
417,LG,346,REFRIGERADORES,ESPECIALISTA,PIURA,SULLANA,11/02/2018,LINEA BLANCA,32051110,SIN MALL,1,TIENDAS EFE,1234.06,106007
419,SAMSUNG,349,MICROONDAS,TIENDA DEPARTAMENTAL,TRUJILLO,TRUJILLO,18/02/2018,LINEA BLANCA,27896518,MALL PLAZA TRUJILLO,1,PARIS S.A,439,105065
419,SAMSUNG,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SANTA ANITA,3/02/2019,LINEA BLANCA,31804855,MALL AVENTURA SANTA ANITA,1,RIPLEY,1358.99,106113
419,SAMSUNG,346,REFRIGERADORES,ESPECIALISTA,PIURA,PAITA,10/02/2019,LINEA BLANCA,32057621,SIN MALL,1,CURACAO,1499,106929
417,LG,336,TV,HIPERMERCADO,LIMA METROPOLITANA,SURQUILLO,4/02/2018,ELECTRONICA,31384372,OPEN PLAZA ANGAMOS,3,TOTTUS,1249,105609
